"date","year_month","vix","log_vix"
1995-11-01,"1995-11",12.4690476190476,2.52324938300207
1995-12-01,"1995-12",11.7485,2.46372557286652
1996-01-01,"1996-01",13.4736363636364,2.60073491417045
1996-02-01,"1996-02",15.033,2.7102477846457
1996-03-01,"1996-03",17.762380952381,2.87708279121249
1996-04-01,"1996-04",16.5752380952381,2.807909900689
1996-05-01,"1996-05",16.1463636363636,2.78169486248086
1996-06-01,"1996-06",16.395,2.79697641029661
1996-07-01,"1996-07",17.9786363636364,2.88918418432286
1996-08-01,"1996-08",15.7604545454545,2.75750392573048
1996-09-01,"1996-09",16.578,2.80807651516933
1996-10-01,"1996-10",16.3817391304348,2.79616724680808
1996-11-01,"1996-11",15.997,2.77240120465946
1996-12-01,"1996-12",19.2609523809524,2.95807985379501
1997-01-01,"1997-01",19.4733333333333,2.96904600829149
1997-02-01,"1997-02",20.1394736842105,3.00268175408949
1997-03-01,"1997-03",20.17,3.00419635196612
1997-04-01,"1997-04",19.6622727272727,2.97870170962835
1997-05-01,"1997-05",19.9247619047619,2.99196327503208
1997-06-01,"1997-06",20.1942857142857,3.00539967895613
1997-07-01,"1997-07",20.5290909090909,3.02184294895401
1997-08-01,"1997-08",23.0847619047619,3.13917274205529
1997-09-01,"1997-09",23.812380952381,3.17020565349934
1997-10-01,"1997-10",23.8708695652174,3.17265886889615
1997-11-01,"1997-11",32.2061111111111,3.47215622060262
1997-12-01,"1997-12",26.2763636363636,3.26866981404101
1998-01-01,"1998-01",23.8665,3.17247580203388
1998-02-01,"1998-02",19.9989473684211,2.99567964058995
1998-03-01,"1998-03",20.1586363636364,3.00363280022279
1998-04-01,"1998-04",22.0285714285714,3.09234031207392
1998-05-01,"1998-05",20.874,3.03850436539786
1998-06-01,"1998-06",21.6627272727273,3.07559314651478
1998-07-01,"1998-07",19.93,2.9922261342247
1998-08-01,"1998-08",31.5880952380952,3.4527803166395
1998-09-01,"1998-09",38.2047619047619,3.64296016503619
1998-10-01,"1998-10",36.6081818181818,3.60027176236928
1998-11-01,"1998-11",26.223,3.26663688826646
1998-12-01,"1998-12",25.4790909090909,3.23785815146036
1999-01-01,"1999-01",28.0352631578947,3.33346311629437
1999-02-01,"1999-02",28.8226315789474,3.36116089726148
1999-03-01,"1999-03",25.3095652173913,3.23118239611598
1999-04-01,"1999-04",23.4785714285714,3.15608815105492
1999-05-01,"1999-05",26.2045,3.26593115174392
1999-06-01,"1999-06",23.6263636363636,3.16236319177179
1999-07-01,"1999-07",21.0490476190476,3.04685531535415
1999-08-01,"1999-08",24.3236363636364,3.19144856745184
1999-09-01,"1999-09",24.5414285714286,3.20036265158304
1999-10-01,"1999-10",24.0214285714286,3.17894628913097
1999-11-01,"1999-11",21.8180952380952,3.08273968228178
1999-12-01,"1999-12",22.1590909090909,3.09824783707959
2000-01-01,"2000-01",23.202,3.14423848185322
2000-02-01,"2000-02",23.5955,3.16105601588411
2000-03-01,"2000-03",22.7182608695652,3.12316904468921
2000-04-01,"2000-04",27.1642105263158,3.3019003174172
2000-05-01,"2000-05",26.3731818181818,3.27234765361652
2000-06-01,"2000-06",21.54,3.06991167172824
2000-07-01,"2000-07",19.893,2.99036791105484
2000-08-01,"2000-08",18.0886956521739,2.89528719355578
2000-09-01,"2000-09",19.6875,2.97998391658585
2000-10-01,"2000-10",25.2,3.22684399451738
2000-11-01,"2000-11",26.3828571428571,3.27271444858347
2000-12-01,"2000-12",26.5305,3.27829501456082
2001-01-01,"2001-01",24.9185714285714,3.21561336597473
2001-02-01,"2001-02",23.4115789473684,3.15323072678786
2001-03-01,"2001-03",28.4968181818182,3.34979243829887
2001-04-01,"2001-04",28.134,3.3369788093355
2001-05-01,"2001-05",22.9440909090909,3.13306042662567
2001-06-01,"2001-06",20.9404761904762,3.04168394589424
2001-07-01,"2001-07",22.3161904761905,3.105312445356
2001-08-01,"2001-08",21.8617391304348,3.08473803724326
2001-09-01,"2001-09",35.0653333333333,3.55721298809893
2001-10-01,"2001-10",32.7213043478261,3.48802637487112
2001-11-01,"2001-11",26.6309523809524,3.28207416264682
2001-12-01,"2001-12",23.72,3.16631857412952
2002-01-01,"2002-01",22.2528571428571,3.1024704112832
2002-02-01,"2002-02",22.8757894736842,3.13007912307683
2002-03-01,"2002-03",18.985,2.94364919368377
2002-04-01,"2002-04",19.9004545454545,2.99074257294971
2002-05-01,"2002-05",20.0877272727273,3.00010904513664
2002-06-01,"2002-06",25.271,3.22965749323288
2002-07-01,"2002-07",34.0495454545455,3.52781668315386
2002-08-01,"2002-08",33.7427272727273,3.51876490588213
2002-09-01,"2002-09",37.6475,3.62826655097884
2002-10-01,"2002-10",35.2430434782609,3.56226816164813
2002-11-01,"2002-11",28.175,3.33843505992584
2002-12-01,"2002-12",28.2104761904762,3.33969340507265
2003-01-01,"2003-01",27.4242857142857,3.31142896076417
2003-02-01,"2003-02",32.2184210526316,3.47253837135348
2003-03-01,"2003-03",30.6342857142857,3.42211982990402
2003-04-01,"2003-04",23.9919047619048,3.17771647186167
2003-05-01,"2003-05",20.2395238095238,3.00763731694506
2003-06-01,"2003-06",20.362380952381,3.01368912749639
2003-07-01,"2003-07",19.1613636363636,2.95289594101037
2003-08-01,"2003-08",19.2742857142857,2.95877186113814
2003-09-01,"2003-09",19.532380952381,2.97207365002216
2003-10-01,"2003-10",18.0234782608696,2.89167525579961
2003-11-01,"2003-11",17.4010526315789,2.85653070045843
2003-12-01,"2003-12",16.8263636363636,2.82294692047026
2004-01-01,"2004-01",16.101,2.7788813818628
2004-02-01,"2004-02",15.9984210526316,2.77249003315965
2004-03-01,"2004-03",17.6873913043478,2.87285203004735
2004-04-01,"2004-04",15.6985714285714,2.75356971640352
2004-05-01,"2004-05",17.705,2.87384708556387
2004-06-01,"2004-06",15.3427272727273,2.73064156845002
2004-07-01,"2004-07",15.502380952381,2.74099362195945
2004-08-01,"2004-08",16.6840909090909,2.81445562519847
2004-09-01,"2004-09",14.0809523809524,2.64482298913501
2004-10-01,"2004-10",14.9738095238095,2.70630264326609
2004-11-01,"2004-11",13.577619047619,2.60842277889572
2004-12-01,"2004-12",12.4595454545455,2.52248703232032
2005-01-01,"2005-01",13.438,2.59808651449796
2005-02-01,"2005-02",11.7089473684211,2.4603532818886
2005-03-01,"2005-03",13.1263636363636,2.57462269918476
2005-04-01,"2005-04",14.4590476190476,2.67132035142514
2005-05-01,"2005-05",13.967619047619,2.63674172550218
2005-06-01,"2005-06",11.8686363636364,2.47389932111547
2005-07-01,"2005-07",11.049,2.40233992613104
2005-08-01,"2005-08",12.9513043478261,2.56119650491329
2005-09-01,"2005-09",12.6280952380952,2.53592411248669
2005-10-01,"2005-10",14.937619047619,2.70388279937505
2005-11-01,"2005-11",12.147619047619,2.49713318742434
2005-12-01,"2005-12",11.26,2.42125662271154
2006-01-01,"2006-01",12.036,2.4879021587678
2006-02-01,"2006-02",12.4710526315789,2.52341016924716
2006-03-01,"2006-03",11.6939130434783,2.45906845373116
2006-04-01,"2006-04",11.8473684210526,2.47210576874625
2006-05-01,"2006-05",14.4545454545455,2.67100892942186
2006-06-01,"2006-06",16.9186363636364,2.82841575776457
2006-07-01,"2006-07",15.326,2.72955073254821
2006-08-01,"2006-08",13.3517391304348,2.59164664830429
2006-09-01,"2006-09",12.1845,2.50016465217698
2006-10-01,"2006-10",11.3063636363636,2.42536572086728
2006-11-01,"2006-11",10.817619047619,2.38117619815171
2006-12-01,"2006-12",10.9645,2.39466278119495
2007-01-01,"2007-01",11.0425,2.40175146448854
2007-02-01,"2007-02",11.1552631578947,2.41191141863221
2007-03-01,"2007-03",15.1627272727273,2.71884026329071
2007-04-01,"2007-04",12.933,2.55978218443311
2007-05-01,"2007-05",13.2977272727273,2.58759313887593
2007-06-01,"2007-06",14.947619047619,2.70455202612448
2007-07-01,"2007-07",17.2733333333333,2.84916388646585
2007-08-01,"2007-08",25.0260869565217,3.21991875908406
2007-09-01,"2007-09",22.1989473684211,3.10004487191718
2007-10-01,"2007-10",19.115652173913,2.95050748500282
2007-11-01,"2007-11",25.582380952381,3.24190387048924
2007-12-01,"2007-12",21.651,3.07505164275825
2008-01-01,"2008-01",25.8161904761905,3.25100183294488
2008-02-01,"2008-02",25.456,3.23695147159543
2008-03-01,"2008-03",27.1035,3.29966287083786
2008-04-01,"2008-04",21.5627272727273,3.07096623492048
2008-05-01,"2008-05",18.3033333333333,2.90708319262267
2008-06-01,"2008-06",22.1104761904762,3.0960515319724
2008-07-01,"2008-07",24.3218181818182,3.19137381506907
2008-08-01,"2008-08",20.6957142857143,3.02992663949825
2008-09-01,"2008-09",30.2385714285714,3.40911830907677
2008-10-01,"2008-10",61.1773913043478,4.11377769813317
2008-11-01,"2008-11",62.6689473684211,4.13786606767652
2008-12-01,"2008-12",52.405,3.95900200662214
2009-01-01,"2009-01",44.683,3.79959311608301
2009-02-01,"2009-02",45.5705263157895,3.81926115482045
2009-03-01,"2009-03",44.7954545454545,3.80210667323446
2009-04-01,"2009-04",38.0638095238095,3.63926394944472
2009-05-01,"2009-05",31.978,3.46504816636323
2009-06-01,"2009-06",29.1404545454545,3.37212739932263
2009-07-01,"2009-07",26.1627272727273,3.2643357746996
2009-08-01,"2009-08",25.3371428571429,3.23227141625274
2009-09-01,"2009-09",24.9266666666667,3.21593818088086
2009-10-01,"2009-10",24.2522727272727,3.18851033370426
2009-11-01,"2009-11",23.789,3.16922328896313
2009-12-01,"2009-12",21.2395454545455,3.05586479569962
2010-01-01,"2010-01",20.6431578947368,3.02738392768625
2010-02-01,"2010-02",22.54,3.11529150861163
2010-03-01,"2010-03",17.7673913043478,2.87736482803299
2010-04-01,"2010-04",17.4242857142857,2.85786496379983
2010-05-01,"2010-05",31.9295,3.46353034734946
2010-06-01,"2010-06",29.9163636363636,3.39840560950236
2010-07-01,"2010-07",25.5652380952381,3.2412335418169
2010-08-01,"2010-08",24.7459090909091,3.20866018609673
2010-09-01,"2010-09",22.517619047619,3.11429807155505
2010-10-01,"2010-10",20.3733333333333,3.01422685619016
2010-11-01,"2010-11",20.0957142857143,3.00050657271429
2010-12-01,"2010-12",17.5695454545455,2.86616703132056
2011-01-01,"2011-01",17.3155,2.85160205413397
2011-02-01,"2011-02",17.43,2.85819285953193
2011-03-01,"2011-03",20.7234782608696,3.03126727303582
2011-04-01,"2011-04",16.244,2.78772360982405
2011-05-01,"2011-05",16.9114285714286,2.82798964020727
2011-06-01,"2011-06",19.1531818181818,2.95246885421035
2011-07-01,"2011-07",19.2275,2.95634154594907
2011-08-01,"2011-08",35.0291304347826,3.55618001345803
2011-09-01,"2011-09",36.53,3.59813384080719
2011-10-01,"2011-10",32.8290476190476,3.49131372162113
2011-11-01,"2011-11",31.9419047619048,3.46391877663506
2011-12-01,"2011-12",25.047619047619,3.22077877501429
2012-01-01,"2012-01",20.228,3.00706778321774
2012-02-01,"2012-02",18.4205,2.91346417486701
2012-03-01,"2012-03",16.1672727272727,2.78298899685757
2012-04-01,"2012-04",17.823,2.88048975804171
2012-05-01,"2012-05",21.0018181818182,3.04460901406216
2012-06-01,"2012-06",21.1309523809524,3.0507389030662
2012-07-01,"2012-07",17.5652380952381,2.8659218407206
2012-08-01,"2012-08",15.6895652173913,2.752995855551
2012-09-01,"2012-09",15.2847368421053,2.72685473845303
2012-10-01,"2012-10",16.2761904761905,2.78970333295807
2012-11-01,"2012-11",16.7019047619048,2.81552277051772
2012-12-01,"2012-12",17.307,2.85111104394286
2013-01-01,"2013-01",13.5052380952381,2.60307761724379
2013-02-01,"2013-02",14.0726315789474,2.64423188838854
2013-03-01,"2013-03",13.0315,2.56736950346733
2013-04-01,"2013-04",13.9672727272727,2.63671693067933
2013-05-01,"2013-05",13.4936363636364,2.6022181938383
2013-06-01,"2013-06",17.2715,2.84905774420618
2013-07-01,"2013-07",13.9745454545455,2.63723749289827
2013-08-01,"2013-08",14.21,2.65394594210901
2013-09-01,"2013-09",14.692,2.68730312795742
2013-10-01,"2013-10",15.4078260869565,2.73487556780077
2013-11-01,"2013-11",12.924,2.55908604796225
2013-12-01,"2013-12",14.192380952381,2.6527052679621
2014-01-01,"2014-01",14.2409523809524,2.65612178443227
2014-02-01,"2014-02",15.47,2.73890266458497
2014-03-01,"2014-03",14.8366666666667,2.69710159435965
2014-04-01,"2014-04",14.1980952380952,2.65310781744758
2014-05-01,"2014-05",12.4752380952381,2.52374572724608
2014-06-01,"2014-06",11.5414285714286,2.4459430464363
2014-07-01,"2014-07",12.2963636363636,2.50930357934842
2014-08-01,"2014-08",13.4919047619048,2.60208985831774
2014-09-01,"2014-09",13.4666666666667,2.60021749629899
2014-10-01,"2014-10",18.0586956521739,2.89362732235593
2014-11-01,"2014-11",13.4131578947368,2.59623615761961
2014-12-01,"2014-12",16.2922727272727,2.7906909295965
2015-01-01,"2015-01",19.1195,2.95070875665371
2015-02-01,"2015-02",15.9042105263158,2.76658388714525
2015-03-01,"2015-03",14.8127272727273,2.69548676208412
2015-04-01,"2015-04",13.4947619047619,2.6023016030955
2015-05-01,"2015-05",13.3385,2.59065459038709
2015-06-01,"2015-06",14.3395454545455,2.66302113693865
2015-07-01,"2015-07",14.3527272727273,2.66393997799628
2015-08-01,"2015-08",19.4280952380952,2.96672022657645
2015-09-01,"2015-09",24.3771428571429,3.19364592510778
2015-10-01,"2015-10",16.7895454545455,2.82075639833141
2015-11-01,"2015-11",16.21,2.78562833574758
2015-12-01,"2015-12",18.0254545454545,2.891784900354
2016-01-01,"2016-01",23.7178947368421,3.16622981542002
2016-02-01,"2016-02",22.517,3.11427057947752
2016-03-01,"2016-03",15.8490909090909,2.76311214278506
2016-04-01,"2016-04",14.3004761904762,2.66029283674473
2016-05-01,"2016-05",14.8528571428571,2.69819224693457
2016-06-01,"2016-06",17.7745454545455,2.87776740318486
2016-07-01,"2016-07",13.1585,2.57706793763784
2016-08-01,"2016-08",12.3995652173913,2.51766140888266
2016-09-01,"2016-09",14.2195238095238,2.65461593643912
2016-10-01,"2016-10",14.5852380952381,2.68000992785137
2016-11-01,"2016-11",15.2361904761905,2.7236735502572
2016-12-01,"2016-12",12.472380952381,2.5235166758994
2017-01-01,"2017-01",11.6085,2.45173758839649
2017-02-01,"2017-02",11.5305263157895,2.44499798074908
2017-03-01,"2017-03",11.8978260869565,2.47635570166078
2017-04-01,"2017-04",13.1363157894737,2.57538059242368
2017-05-01,"2017-05",10.8622727272727,2.38529556768197
2017-06-01,"2017-06",10.5136363636364,2.35267311587908
2017-07-01,"2017-07",10.2645,2.32869134007852
2017-08-01,"2017-08",11.975652173913,2.48287560310112
2017-09-01,"2017-09",10.438,2.34545299322122
2017-10-01,"2017-10",10.1254545454545,2.31505250536315
2017-11-01,"2017-11",10.5404761904762,2.35522272145473
2017-12-01,"2017-12",10.2645,2.32869134007852
2018-01-01,"2018-01",11.062380952381,2.40355024890945
2018-02-01,"2018-02",22.4647368421053,3.1119468283251
2018-03-01,"2018-03",19.0238095238095,2.94569132748291
2018-04-01,"2018-04",18.267619047619,2.90513004157012
2018-05-01,"2018-05",14.1245454545455,2.64791409630554
2018-06-01,"2018-06",13.6780952380952,2.61579566551869
2018-07-01,"2018-07",13.147619047619,2.57624068121269
2018-08-01,"2018-08",12.5469565217391,2.52947812793996
2018-09-01,"2018-09",12.9105263157895,2.558042972098
2018-10-01,"2018-10",19.3521739130435,2.96280476009266
2018-11-01,"2018-11",19.3890476190476,2.9647083509285
2018-12-01,"2018-12",24.9531578947368,3.21700038311569
2019-01-01,"2019-01",19.572380952381,2.97411943738935
2019-02-01,"2019-02",15.2347368421053,2.72357813904302
2019-03-01,"2019-03",14.4852380952381,2.67313006845164
2019-04-01,"2019-04",12.9490476190476,2.56102224251045
2019-05-01,"2019-05",16.7218181818182,2.81671434467618
2019-06-01,"2019-06",15.836,2.76228582924388
2019-07-01,"2019-07",13.3059090909091,2.58820822910855
2019-08-01,"2019-08",18.9790909090909,2.9433378947265
2019-09-01,"2019-09",15.559,2.74463924933283
2019-10-01,"2019-10",15.4665217391304,2.73867780020536
2019-11-01,"2019-11",12.5235,2.52760687932003
2019-12-01,"2019-12",13.7566666666667,2.62152355509638
2020-01-01,"2020-01",13.9409523809524,2.6348307230096
2020-02-01,"2020-02",19.6289473684211,2.97700538323473
2020-03-01,"2020-03",57.7368181818182,4.05589506675551
2020-04-01,"2020-04",41.4538095238095,3.72457978384331
2020-05-01,"2020-05",30.897,3.43065909181177
2020-06-01,"2020-06",31.1195454545455,3.43783609298711
2020-07-01,"2020-07",26.8404545454545,3.28991024733469
2020-08-01,"2020-08",22.8895238095238,3.13067933031968
2020-09-01,"2020-09",27.647619047619,3.31953961386711
2020-10-01,"2020-10",29.4386363636364,3.38230797361795
2020-11-01,"2020-11",24.9955,3.21869580866626
2020-12-01,"2020-12",22.3740909090909,3.10790363357421
2021-01-01,"2021-01",24.91,3.21526932927409
2021-02-01,"2021-02",23.1405263157895,3.14158546635516
2021-03-01,"2021-03",21.8430434782609,3.08388249456814
2021-04-01,"2021-04",17.4161904761905,2.85740026072306
2021-05-01,"2021-05",19.7605,2.98368499564331
2021-06-01,"2021-06",16.9568181818182,2.83067000555921
2021-07-01,"2021-07",17.6033333333333,2.86808827805073
2021-08-01,"2021-08",17.4727272727273,2.86064122373782
2021-09-01,"2021-09",19.8247619047619,2.98693175760072
2021-10-01,"2021-10",17.8714285714286,2.88320326841755
2021-11-01,"2021-11",18.5004761904762,2.91779647177875
2021-12-01,"2021-12",21.3545454545455,3.0612646188665
2022-01-01,"2022-01",23.181,3.14333297761956
2022-02-01,"2022-02",25.7484210526316,3.24837330688529
2022-03-01,"2022-03",26.9686956521739,3.2946767730668
2022-04-01,"2022-04",24.3735,3.1934964765288
2022-05-01,"2022-05",29.3136363636364,3.37805281265802
2022-06-01,"2022-06",28.2331818181818,3.34049794644121
2022-07-01,"2022-07",24.9952380952381,3.21868533053483
2022-08-01,"2022-08",22.1695652173913,3.09872041213196
2022-09-01,"2022-09",27.3418181818182,3.30841733171146
2022-10-01,"2022-10",30.0057142857143,3.40138783971435
2022-11-01,"2022-11",23.2990909090909,3.14841434303327
2022-12-01,"2022-12",21.7842857142857,3.08118887107161
2023-01-01,"2023-01",20.1690476190476,3.00414913315414
2023-02-01,"2023-02",20.1205,3.00173919581739
2023-03-01,"2023-03",21.644347826087,3.0747443499751
2023-04-01,"2023-04",17.8178947368421,2.88020327459451
2023-05-01,"2023-05",17.6360869565217,2.86994719810963
2023-06-01,"2023-06",14.0031818181818,2.63928457652
2023-07-01,"2023-07",13.932380952381,2.63421569582652
2023-08-01,"2023-08",15.8539130434783,2.76341634956822
2023-09-01,"2023-09",15.1733333333333,2.71953950114997
2023-10-01,"2023-10",18.8877272727273,2.9385123604968
2023-11-01,"2023-11",14.0190909090909,2.64042003707119
2023-12-01,"2023-12",12.7185,2.54305762643003
2024-01-01,"2024-01",13.3886363636364,2.59440631460938
2024-02-01,"2024-02",13.9804761904762,2.63766179849138
2024-03-01,"2024-03",13.7875,2.62376238457962
2024-04-01,"2024-04",16.1377272727273,2.78115983958883
2024-05-01,"2024-05",13.0586956521739,2.56945424536702
2024-06-01,"2024-06",12.667,2.5390001865015
2024-07-01,"2024-07",14.3739130434783,2.66541496945777
2024-08-01,"2024-08",19.3122727272727,2.96074078642161
2024-09-01,"2024-09",17.6633333333333,2.87149092783656
2024-10-01,"2024-10",19.9608695652174,2.99377383532603
2024-11-01,"2024-11",16.0152380952381,2.77354064996516
2024-12-01,"2024-12",15.8661904761905,2.76419046011409
